Date,Open,High,Low,Close,Volume
2025-01-21,69.01,70.4,68.97,69.85,738524
2025-01-22,68.65,68.93,68.39,68.72,886492
2025-01-23,69.73,70.36,69.7,69.84,589828
2025-01-24,70.19,70.62,70.17,70.37,349800
2025-01-27,71.45,71.74,71.05,71.12,521320
2025-01-28,70.47,70.77,69.82,70.65,236280
2025-01-29,71.55,73.02,70.46,71.33,411258
2025-01-30,70.59,71.36,70.36,70.77,264935
2025-01-31,71.09,71.32,70.65,71.23,425616
2025-02-03,70.73,71.01,70.27,70.55,753880
2025-02-04,70.9,71.16,70.07,71.13,1014270
2025-02-05,71.18,71.84,71.15,71.24,463119
2025-02-06,72.4,73.2,72.28,72.74,497991
2025-02-07,72.69,73.31,72.07,72.98,219364
2025-02-10,72.74,73.09,71.48,72.55,327524
2025-02-11,73.31,73.66,73.03,73.17,780620
2025-02-12,71.22,71.64,70.65,71.57,676567
2025-02-13,71.54,72.0,71.04,71.9,593368
2025-02-14,73.65,73.92,72.82,72.93,508870
2025-02-17,71.85,72.87,71.48,72.06,821137
2025-02-18,72.04,72.8,71.85,72.31,384021
2025-02-19,73.3,73.6,72.47,73.18,394204
2025-02-20,76.15,76.55,75.7,76.42,1307508
2025-02-21,75.66,76.12,74.63,75.8,301977
2025-02-24,76.79,77.41,76.45,76.54,509203
2025-02-25,77.13,77.42,76.4,76.85,366276
2025-02-26,79.18,79.74,78.66,79.27,774817
2025-02-27,80.17,81.24,79.52,79.77,382978
2025-02-28,78.88,79.09,78.59,78.95,370864
2025-03-03,80.13,81.16,79.85,80.23,375875
2025-03-04,78.97,79.36,78.61,78.99,587892
2025-03-05,77.72,78.29,77.4,77.84,284816
2025-03-06,78.43,78.44,77.82,78.29,235287
2025-03-07,79.91,80.31,79.36,79.84,405701
2025-03-10,79.78,80.24,79.21,80.05,369200
2025-03-11,82.87,83.26,82.13,82.84,528033
2025-03-12,83.96,84.4,83.53,84.17,370660
2025-03-13,85.37,85.79,85.29,85.59,334088
2025-03-14,85.06,85.45,83.92,85.14,477499
2025-03-17,88.26,88.74,87.28,87.94,505476
2025-03-18,89.0,89.58,88.31,88.93,640258
2025-03-19,90.6,90.93,89.96,90.18,437039
2025-03-20,93.63,94.31,93.05,93.07,206218
2025-03-21,93.24,93.81,92.07,93.28,417971
2025-03-24,95.07,95.6,95.04,95.33,427228
2025-03-25,92.78,94.35,92.24,93.1,409321
2025-03-26,94.3,94.57,94.18,94.22,527072
2025-03-27,94.07,94.47,93.46,93.78,380353
2025-03-28,93.76,94.47,92.44,93.2,665514
2025-03-31,92.75,93.52,92.71,93.27,379074
2025-04-01,93.33,93.8,92.71,93.02,746108
2025-04-02,92.0,92.09,91.12,91.64,273136
2025-04-03,91.69,91.76,90.64,90.84,165956
2025-04-04,92.02,92.74,91.38,91.98,289724
2025-04-07,89.58,89.64,89.29,89.62,1332404
2025-04-08,89.54,90.35,89.41,90.12,384388
2025-04-09,88.94,89.96,88.52,89.25,407786
2025-04-10,85.18,85.7,84.65,85.59,475393
2025-04-11,86.68,87.09,86.48,87.05,359770
2025-04-14,84.6,85.52,84.3,84.93,474501
2025-04-15,83.01,83.6,83.0,83.55,448519
2025-04-16,82.84,83.56,82.75,82.89,977274
2025-04-17,82.53,83.14,82.34,82.43,691732
2025-04-18,79.27,79.63,78.81,79.05,477336
2025-04-21,81.69,82.3,81.61,81.74,566619
2025-04-22,82.31,82.62,81.59,81.98,546342
2025-04-23,84.74,84.87,83.47,84.41,278170
2025-04-24,84.06,85.01,83.4,84.6,671816
2025-04-25,86.27,86.75,86.0,86.39,333140
2025-04-28,84.68,85.47,84.54,85.13,589782
2025-04-29,87.19,88.19,86.7,87.56,454758
2025-04-30,84.81,84.95,84.6,84.77,618330
2025-05-01,83.37,83.66,83.11,83.44,760517
2025-05-02,85.43,85.63,84.58,84.95,544432
2025-05-05,85.42,85.88,84.39,84.74,354800
2025-05-06,85.0,85.08,84.27,84.88,379528
2025-05-07,84.96,85.44,84.9,85.05,540132
2025-05-08,83.09,83.73,82.11,83.16,364419
2025-05-09,83.75,85.12,83.29,83.78,369342
2025-05-12,84.32,84.75,83.99,84.15,410580
2025-05-13,82.72,83.42,82.53,82.98,373118
2025-05-14,82.88,82.9,81.98,82.7,531474
2025-05-15,84.43,84.71,84.35,84.53,359571
2025-05-16,84.64,84.74,84.25,84.3,447296
2025-05-19,82.55,83.19,81.85,82.12,321451
2025-05-20,81.62,82.43,81.0,81.07,215195
2025-05-21,83.7,83.78,82.55,83.78,593010
2025-05-22,83.8,85.1,83.79,84.28,637521
2025-05-23,84.13,85.04,83.11,84.72,352841
2025-05-26,86.96,87.3,86.82,87.08,595095
2025-05-27,86.93,87.67,86.58,87.44,488351
2025-05-28,86.7,87.95,86.39,87.29,270911
2025-05-29,87.15,87.46,86.95,87.29,692710
2025-05-30,86.32,87.03,86.3,86.68,194218
2025-06-02,87.16,87.58,85.79,86.94,422247
2025-06-03,87.04,87.5,86.19,86.39,576013
2025-06-04,85.13,86.13,84.84,85.22,277469
2025-06-05,86.31,86.99,85.63,86.22,821202
2025-06-06,87.62,88.2,87.55,88.19,341389
2025-06-09,89.66,89.83,89.42,89.62,713987
2025-06-10,87.73,88.17,87.19,87.99,400965
2025-06-11,87.22,88.02,87.2,87.62,569861
2025-06-12,87.73,88.82,87.54,88.41,424172
2025-06-13,90.93,91.23,89.95,90.37,1121714
2025-06-16,91.72,92.46,90.7,92.34,511565
2025-06-17,91.82,92.82,91.74,92.28,655585
2025-06-18,90.77,90.87,90.28,90.78,581120
2025-06-19,92.33,93.37,91.43,92.24,470573
2025-06-20,94.62,95.02,94.29,94.52,393749
2025-06-23,96.0,96.0,95.61,95.97,513852
2025-06-24,96.51,97.09,96.21,96.87,650377
2025-06-25,96.97,97.72,96.14,96.7,629023
2025-06-26,97.32,97.69,96.93,97.26,544703
2025-06-27,97.3,98.27,97.0,97.88,415574
2025-06-30,97.61,97.69,96.92,97.0,582558
2025-07-01,96.45,98.1,96.17,96.6,295303
2025-07-02,95.2,96.23,94.61,94.86,435934
2025-07-03,92.96,93.63,92.61,93.52,194001
2025-07-04,92.71,93.36,92.6,93.17,334767
2025-07-07,95.93,96.8,95.18,96.17,413623
2025-07-08,92.97,93.47,92.44,93.24,250368
2025-07-09,95.11,95.47,94.4,94.74,278636
2025-07-10,93.54,94.95,92.99,94.16,642867
2025-07-11,93.2,93.44,93.12,93.15,540526
2025-07-14,93.24,93.79,92.67,93.63,684877
2025-07-15,92.74,92.77,92.38,92.56,707636
2025-07-16,96.62,96.84,96.37,96.55,573596
2025-07-17,94.01,94.99,92.71,94.23,610870
2025-07-18,93.58,93.89,92.69,92.77,500125
2025-07-21,94.36,94.42,94.08,94.39,743039
2025-07-22,98.86,98.92,98.08,98.44,241405
2025-07-23,102.15,103.39,101.16,102.71,415285
2025-07-24,105.87,106.26,105.58,105.94,673844
2025-07-25,103.17,103.52,103.08,103.15,624272
2025-07-28,102.27,102.3,101.12,102.22,457906
2025-07-29,103.55,104.49,103.19,103.7,390787
2025-07-30,103.99,104.73,103.89,104.35,623930
2025-07-31,103.69,105.06,103.45,105.0,416884
2025-08-01,102.21,103.37,102.15,102.45,284600
2025-08-04,102.14,103.18,101.04,102.53,710672
2025-08-05,101.1,101.72,100.28,101.21,383200
2025-08-06,101.67,101.7,100.95,101.33,480133
2025-08-07,100.23,101.35,99.23,99.36,233016
2025-08-08,101.79,101.82,101.37,101.59,159934
2025-08-11,102.51,102.66,101.79,102.11,534130
2025-08-12,102.26,102.96,101.79,102.01,866412
2025-08-13,100.96,101.16,100.43,100.68,179037
2025-08-14,97.33,97.49,97.01,97.11,362815
2025-08-15,97.34,97.46,97.15,97.46,557831
2025-08-18,100.03,100.73,99.77,100.17,481074
2025-08-19,106.5,106.89,106.16,106.37,457020
2025-08-20,105.33,106.0,104.32,104.58,440407
2025-08-21,106.13,106.31,105.58,105.81,303034
2025-08-22,106.88,107.04,105.38,106.2,691874
2025-08-25,106.59,107.98,105.99,107.15,655164
2025-08-26,106.03,106.27,105.7,105.93,516018
2025-08-27,108.06,108.33,107.39,107.9,177832
2025-08-28,109.21,109.3,108.96,108.99,872926
2025-08-29,110.08,110.83,107.75,110.7,436083
2025-09-01,113.2,115.04,112.2,114.04,550311
2025-09-02,115.85,117.31,115.56,116.84,962986
2025-09-03,117.51,117.71,116.33,117.7,752946
2025-09-04,115.47,116.37,113.58,114.4,430057
2025-09-05,115.04,115.7,114.81,114.95,684975
2025-09-08,113.51,114.65,113.27,114.06,566762
2025-09-09,112.99,113.85,112.55,112.84,353284
2025-09-10,110.24,111.79,109.1,110.37,470714
2025-09-11,106.44,107.12,106.22,106.37,219906
2025-09-12,105.04,105.36,104.47,105.23,237750
2025-09-15,101.14,103.24,100.57,101.67,482387
2025-09-16,100.73,101.0,100.23,100.95,786619
2025-09-17,100.68,101.01,99.2,100.4,301431
2025-09-18,101.65,101.93,101.15,101.52,722551
2025-09-19,102.55,102.65,101.44,102.05,474615
2025-09-22,102.76,103.42,102.2,103.2,918113
2025-09-23,106.47,107.83,105.25,106.02,387484
2025-09-24,107.73,108.21,107.7,107.7,1463701
2025-09-25,109.97,110.46,109.3,109.88,536036
2025-09-26,111.24,111.46,110.45,110.68,406983
2025-09-29,108.72,110.67,108.05,108.77,495305
2025-09-30,106.93,107.33,106.71,106.82,214760
2025-10-01,107.25,108.03,106.54,106.97,514423
2025-10-02,108.05,108.43,107.45,107.77,393913
2025-10-03,109.32,109.4,108.35,108.96,547377
2025-10-06,110.01,110.79,107.91,109.43,392793
2025-10-07,110.11,110.6,109.71,109.86,150388
2025-10-08,111.37,111.62,110.4,111.56,157218
2025-10-09,114.29,114.31,112.96,113.17,343143
2025-10-10,113.97,114.58,112.13,113.97,268275
2025-10-13,114.94,116.04,114.3,114.75,634186
2025-10-14,114.28,115.13,114.27,114.61,288830
2025-10-15,112.83,115.02,111.21,113.81,532186
2025-10-16,111.67,112.24,111.53,112.0,416329
2025-10-17,115.94,116.09,115.63,115.9,827418
2025-10-20,113.48,114.29,112.7,113.23,461115
2025-10-21,109.15,110.23,108.97,109.12,481552
2025-10-22,109.88,110.18,109.14,109.51,295657
2025-10-23,107.6,107.82,106.28,107.16,516082
2025-10-24,107.3,107.38,106.52,106.86,581068
2025-10-27,109.48,110.0,108.45,109.47,423503
2025-10-28,106.03,106.09,105.31,105.97,590263
2025-10-29,106.6,106.83,106.03,106.68,292120
2025-10-30,105.13,105.7,104.86,105.48,406093
2025-10-31,107.54,107.75,106.68,106.91,522244
2025-11-03,107.09,108.02,106.87,107.61,391097
2025-11-04,104.44,105.48,104.14,104.46,726070
2025-11-05,106.33,106.37,106.12,106.21,574029
2025-11-06,106.81,108.25,106.33,107.72,346185
2025-11-07,103.86,105.5,102.62,103.54,305236
2025-11-10,103.94,105.43,103.08,104.07,441776
2025-11-11,102.81,103.16,102.66,102.7,331362
2025-11-12,99.73,100.41,99.13,99.85,378040
2025-11-13,100.43,101.16,100.08,101.03,282490
2025-11-14,100.29,100.86,99.78,100.2,605278
2025-11-17,102.78,102.82,102.21,102.72,475200
2025-11-18,104.04,104.62,103.04,103.61,500491
2025-11-19,101.87,102.36,101.49,101.66,616400
2025-11-20,102.58,103.34,102.38,103.26,176507
2025-11-21,105.31,106.29,104.54,104.83,450282
2025-11-24,107.31,107.85,106.4,106.96,402218
2025-11-25,104.71,105.76,104.16,104.37,583044
2025-11-26,106.03,107.31,104.54,105.8,543448
2025-11-27,107.65,108.41,107.47,107.93,547320
2025-11-28,111.86,112.03,111.38,111.6,746916
2025-12-01,111.32,111.78,109.5,111.46,209468
2025-12-02,115.16,115.51,113.59,113.83,289335
2025-12-03,109.12,109.7,108.75,109.21,722119
2025-12-04,106.89,107.71,106.3,107.35,791842
2025-12-05,108.68,109.35,108.26,108.81,319986
2025-12-08,110.49,111.36,109.64,109.84,695750
2025-12-09,109.46,110.1,108.78,109.69,629779
2025-12-10,107.59,108.67,107.24,108.63,256237
2025-12-11,107.99,109.32,106.44,107.34,348025
2025-12-12,108.19,108.67,107.55,108.03,507791
2025-12-15,106.41,107.1,105.86,106.61,431382
2025-12-16,105.55,105.98,104.41,105.23,914337
2025-12-17,103.0,104.19,102.82,103.36,565699
2025-12-18,102.55,103.18,101.86,103.01,636400
2025-12-19,101.61,101.91,101.03,101.21,340947
2025-12-22,99.3,99.78,98.78,99.49,271243
2025-12-23,100.04,100.47,99.78,99.81,347480
2025-12-24,99.64,100.8,99.28,99.62,780883
2025-12-25,98.25,98.39,97.62,97.91,931880
2025-12-26,95.64,95.98,95.44,95.58,320486
2025-12-29,94.37,96.51,94.24,95.13,419512
2025-12-30,95.15,95.28,93.41,94.88,163460
2025-12-31,95.6,96.61,94.56,95.77,743373
